SalePrice,PriceRange,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,SubwayStation,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total)
174601,168000-185000,1997,2017,2,644,9,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,2,4,Chil-sung-market,7,1,,,,,,,,,,,
294690,290000-300000,2009,2017,2,910,14,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
370796,370000-380000,2013,2017,2,910,8,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
371681,370000-380000,2013,2017,2,907,35,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
362831,360000-370000,2013,2017,2,910,3,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
371681,370000-380000,2013,2017,2,910,7,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
247787,240000-250000,2006,2017,2,636,16,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,,,,,,,,,,,
57522,40000-60000,2014,2017,2,156,14,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
56637,40000-60000,2014,2017,2,135,11,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
97345,80000-100000,1986,2017,2,451,7,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,,,,,,,,,,,
109734,100000-125000,1986,2017,2,508,11,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,,,,,,,,,,,
300884,300000-310000,2015,2017,2,910,18,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
318584,310000-320000,2006,2017,2,914,9,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
376106,370000-380000,2015,2017,2,910,24,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
288495,280000-290000,2015,2017,2,644,11,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
406194,400000-410000,2006,2017,2,1412,17,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
379646,370000-380000,2015,2017,2,910,9,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
296460,290000-300000,2015,2017,2,644,24,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
369026,360000-370000,2015,2017,2,910,7,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
380530,380000-390000,2015,2017,2,914,27,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
349557,340000-350000,2015,2017,2,910,2,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
362831,360000-370000,2015,2017,2,914,29,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
362831,360000-370000,2014,2017,2,914,7,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
349557,340000-350000,2014,2017,2,914,5,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
340707,340000-350000,2014,2017,2,914,4,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
324778,320000-330000,2014,2017,2,843,18,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
323008,320000-330000,2014,2017,2,914,4,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
202654,195000-205000,2005,2017,2,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
175221,168000-185000,1993,2017,2,644,20,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
269911,260000-270000,2005,2017,2,914,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
361946,360000-370000,2014,2017,2,914,16,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
261061,260000-270000,2014,2017,2,640,11,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
272566,270000-280000,2014,2017,2,644,11,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
180530,168000-185000,1993,2017,2,644,9,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
178761,168000-185000,1993,2017,2,644,16,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
270796,270000-280000,2014,2017,2,644,24,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
265486,260000-270000,2014,2017,2,644,14,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
295575,290000-300000,2008,2017,2,829,7,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
155752,148000-168000,1992,2017,2,644,9,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
203539,195000-205000,1992,2017,2,914,12,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
132743,125000-148000,1992,2017,2,640,7,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
242477,240000-250000,2005,2017,2,743,15,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
263716,260000-270000,2014,2017,2,640,17,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
315929,310000-320000,2008,2017,2,914,14,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
256637,250000-260000,2014,2017,2,640,7,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
363716,360000-370000,1986,2017,2,1796,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
237168,230000-240000,1986,2017,2,914,6,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
296460,290000-300000,2006,2017,2,903,14,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
228318,220000-230000,1978,2017,2,903,9,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
345132,340000-350000,2007,2017,2,868,20,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
469026,460000-470000,2007,2017,2,1519,8,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
349557,340000-350000,2007,2017,2,868,17,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
176991,168000-185000,1978,2017,2,903,2,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
218584,210000-220000,1978,2017,2,903,7,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
256637,250000-260000,2006,2017,2,857,14,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
261061,260000-270000,2006,2017,2,903,8,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
128318,125000-148000,1997,2017,3,644,5,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,2,4,Chil-sung-market,7,1,,,,,,,,,,,
361061,360000-370000,2013,2017,3,907,5,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
380530,380000-390000,2013,2017,3,910,30,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
283185,280000-290000,2006,2017,3,910,5,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,,,,,,,,,,,
254867,250000-260000,2006,2017,3,636,11,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,,,,,,,,,,,
128318,125000-148000,1985,2017,3,587,10,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,,,,,,,,,,,
57522,40000-60000,2014,2017,3,156,15,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
414159,410000-420000,2007,2017,3,1483,22,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,,,,,,,,,,,
194690,185000-195000,1986,2017,3,910,5,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,,,,,,,,,,,
303539,300000-310000,2015,2017,3,644,16,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
376106,370000-380000,2006,2017,3,1149,19,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
451327,450000-460000,2015,2017,3,1035,4,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
376106,370000-380000,2006,2017,3,1149,15,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
392035,390000-400000,2015,2017,3,910,17,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
300884,300000-310000,2015,2017,3,644,8,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
353982,350000-360000,2015,2017,3,910,2,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
377433,370000-380000,2015,2017,3,910,24,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
292035,290000-300000,2015,2017,3,644,24,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
376106,370000-380000,2015,2017,3,914,8,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
285840,280000-290000,2008,2017,3,829,9,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
271681,270000-280000,2005,2017,3,914,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
179646,168000-185000,1993,2017,3,644,13,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
110619,100000-125000,1992,2017,3,576,10,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
214159,210000-220000,1992,2017,3,914,15,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
101769,100000-125000,1992,2017,3,576,15,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
256637,250000-260000,2014,2017,3,640,5,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
230088,230000-240000,2005,2017,3,743,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
68141,60000-70000,1992,2017,3,355,1,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
358407,350000-360000,2014,2017,3,914,26,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
260176,260000-270000,2005,2017,3,914,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
402654,400000-410000,2014,2017,3,1092,9,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
336283,330000-340000,2005,2017,3,1184,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
141592,125000-148000,1992,2017,3,914,3,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
271681,270000-280000,2014,2017,3,640,14,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
391150,390000-400000,2008,2017,3,1167,20,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
440707,440000-450000,2014,2017,3,1252,4,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
338053,330000-340000,2014,2017,3,914,10,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
358407,350000-360000,2014,2017,3,914,17,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
350884,350000-360000,2014,2017,3,910,16,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
270796,270000-280000,2014,2017,3,644,14,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
243362,240000-250000,1993,2017,3,914,13,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
114159,100000-125000,1992,2017,3,576,15,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
256637,250000-260000,2014,2017,3,640,2,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
261061,260000-270000,2014,2017,3,640,9,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
357522,350000-360000,2014,2017,3,914,8,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
322123,320000-330000,2014,2017,3,846,20,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
334513,330000-340000,2014,2017,3,907,16,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
361061,360000-370000,2014,2017,3,910,9,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
230088,230000-240000,1993,2017,3,914,1,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
257522,250000-260000,2014,2017,3,640,4,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
276991,270000-280000,2005,2017,3,914,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
285840,280000-290000,2008,2017,3,829,21,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
353982,350000-360000,2014,2017,3,910,15,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
116814,100000-125000,1992,2017,3,576,9,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
247787,240000-250000,1992,2017,3,1448,2,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
353982,350000-360000,2014,2017,3,914,21,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
334513,330000-340000,2014,2017,3,914,11,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
86725,80000-100000,1992,2017,3,355,1,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
108849,100000-125000,1992,2017,3,576,1,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
320353,320000-330000,2008,2017,3,914,17,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
102654,100000-125000,2014,2017,3,288,7,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,,,,,,,,,,,
385840,380000-390000,2008,2017,3,1167,8,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
276106,270000-280000,2005,2017,3,914,20,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
321238,320000-330000,2007,2017,3,868,2,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
278761,270000-280000,1986,2017,3,1131,12,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
469026,460000-470000,2007,2017,3,1387,41,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
194690,185000-195000,1978,2017,3,779,6,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
336283,330000-340000,2007,2017,3,868,22,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
424778,420000-430000,2007,2017,3,1387,9,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
225663,220000-230000,1978,2017,3,903,6,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
504424,>=480000,2007,2017,3,1519,33,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
234513,230000-240000,1986,2017,3,914,6,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
252212,250000-260000,1986,2017,3,914,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
272123,270000-280000,2006,2017,3,903,4,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
345132,340000-350000,2015,2017,3,914,4,terraced,individual_heating,management_in_trust,102,400,0~5min,5min~10min,6,5,10,Daegu,3,2,,,,,,,,,,,
276991,270000-280000,2006,2017,3,903,4,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
146017,125000-148000,1997,2017,4,644,4,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,2,4,Chil-sung-market,7,1,,,,,,,,,,,
305309,300000-310000,2009,2017,4,910,14,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
371681,370000-380000,2013,2017,4,910,16,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
377876,370000-380000,2013,2017,4,907,27,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
398230,390000-400000,2013,2017,4,910,33,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
296460,290000-300000,2006,2017,4,910,7,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,,,,,,,,,,,
59292,40000-60000,2014,2017,4,156,13,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
55752,40000-60000,2014,2017,4,156,15,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
57522,40000-60000,2014,2017,4,156,15,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
75221,70000-80000,2014,2017,4,192,13,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
415929,410000-420000,2007,2017,4,1483,7,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,,,,,,,,,,,
486725,>=480000,2007,2017,4,1690,21,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,,,,,,,,,,,
108407,100000-125000,1986,2017,4,508,11,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,,,,,,,,,,,
110619,100000-125000,1986,2017,4,508,11,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,,,,,,,,,,,
393805,390000-400000,2015,2017,4,910,17,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
432743,430000-440000,2006,2017,4,1412,26,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
314159,310000-320000,2006,2017,4,914,11,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
442477,440000-450000,2015,2017,4,1035,7,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
354867,350000-360000,2015,2017,4,914,2,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
353982,350000-360000,2015,2017,4,910,12,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
278761,270000-280000,2015,2017,4,644,7,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
383185,380000-390000,2015,2017,4,910,33,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
380530,380000-390000,2015,2017,4,914,15,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
278761,270000-280000,2015,2017,4,644,5,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
455752,450000-460000,2015,2017,4,1035,14,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
298672,290000-300000,2015,2017,4,644,32,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
345132,340000-350000,2007,2017,4,1103,26,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,,,,,,,,,,,
271681,270000-280000,2005,2017,4,914,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
269026,260000-270000,2014,2017,4,640,14,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
232743,230000-240000,2005,2017,4,743,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
460176,460000-470000,2014,2017,4,1252,10,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
367256,360000-370000,2014,2017,4,914,15,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
